seasonType,year,seasonName,seasonSlug,leagueId,midsizeName,leagueName,leagueShortName
12497,2024,"2024 Leagues Cup, Final",final,19425,CONCACAF.LEAGUES.CUP,Leagues Cup,Leagues Cup
12499,2024,"2024 Leagues Cup, Semifinals",semifinals,19425,CONCACAF.LEAGUES.CUP,Leagues Cup,Leagues Cup
12584,2024,"2024-25 Concacaf Nations League, Group Stage",group-stage,19267,CONCACAF.NATIONS.LEAGUE,Concacaf Nations League,Concacaf Nations League
12989,2024,"2024-25 Concacaf Nations League, Gold Cup Play-In",gold-cup-play-in,19267,CONCACAF.NATIONS.LEAGUE,Concacaf Nations League,Concacaf Nations League
12581,2024,"2024-25 Concacaf Nations League, 3rd-Place Match",3rd-place-match,19267,CONCACAF.NATIONS.LEAGUE,Concacaf Nations League,Concacaf Nations League
12583,2024,"2024-25 Concacaf Nations League, Quarterfinals",quarterfinals,19267,CONCACAF.NATIONS.LEAGUE,Concacaf Nations League,Concacaf Nations League
12582,2024,"2024-25 Concacaf Nations League, Semifinals",semifinals,19267,CONCACAF.NATIONS.LEAGUE,Concacaf Nations League,Concacaf Nations League
12580,2024,"2024-25 Concacaf Nations League, Final",final,19267,CONCACAF.NATIONS.LEAGUE,Concacaf Nations League,Concacaf Nations League
12936,2024,"2024-25 Concacaf W Champions Cup, Final",final,22946,CONCACAF.W.CHAMPIONS_CUP,Concacaf W Champions Cup,W Champions Cup
12932,2024,"2024-25 Concacaf W Champions Cup, Preliminary Round",preliminary-round,22946,CONCACAF.W.CHAMPIONS_CUP,Concacaf W Champions Cup,W Champions Cup
12933,2024,"2024-25 Concacaf W Champions Cup, Group Stage",group-stage,22946,CONCACAF.W.CHAMPIONS_CUP,Concacaf W Champions Cup,W Champions Cup
12934,2024,"2024-25 Concacaf W Champions Cup, Semifinals",semifinals,22946,CONCACAF.W.CHAMPIONS_CUP,Concacaf W Champions Cup,W Champions Cup
12935,2024,"2024-25 Concacaf W Champions Cup, 3rd-Place Match",3rd-place-match,22946,CONCACAF.W.CHAMPIONS_CUP,Concacaf W Champions Cup,W Champions Cup
12241,2024,"2024 Copa América, Final",final,780,CONMEBOL.AMERICA,Copa América,Copa América
12242,2024,"2024 Copa América, 3rd-Place",3rd-place,780,CONMEBOL.AMERICA,Copa América,Copa América
12245,2024,"2024 Copa América, Group Stage",group-stage,780,CONMEBOL.AMERICA,Copa América,Copa América
12244,2024,"2024 Copa América, Quarterfinals",quarterfinals,780,CONMEBOL.AMERICA,Copa América,Copa América
12243,2024,"2024 Copa América, Semifinals",semifinals,780,CONMEBOL.AMERICA,Copa América,Copa América
12309,2024,"2024 CONMEBOL Libertadores, Third Stage",third-stage,783,CONMEBOL.LIBERTADORES,CONMEBOL Libertadores,CONMEBOL Libertadores
12307,2024,"2024 CONMEBOL Libertadores, Round of 16",round-of-16,783,CONMEBOL.LIBERTADORES,CONMEBOL Libertadores,CONMEBOL Libertadores
12306,2024,"2024 CONMEBOL Libertadores, Quarterfinals",quarterfinals,783,CONMEBOL.LIBERTADORES,CONMEBOL Libertadores,CONMEBOL Libertadores
12305,2024,"2024 CONMEBOL Libertadores, Semifinals",semifinals,783,CONMEBOL.LIBERTADORES,CONMEBOL Libertadores,CONMEBOL Libertadores
12304,2024,"2024 CONMEBOL Libertadores, Final",final,783,CONMEBOL.LIBERTADORES,CONMEBOL Libertadores,CONMEBOL Libertadores
12308,2024,"2024 CONMEBOL Libertadores, Group Stage",group-stage,783,CONMEBOL.LIBERTADORES,CONMEBOL Libertadores,CONMEBOL Libertadores
12310,2024,"2024 CONMEBOL Libertadores, Second Stage",second-stage,783,CONMEBOL.LIBERTADORES,CONMEBOL Libertadores,CONMEBOL Libertadores
12311,2024,"2024 CONMEBOL Libertadores, First Stage",first-stage,783,CONMEBOL.LIBERTADORES,CONMEBOL Libertadores,CONMEBOL Libertadores
12240,2024,2024 Recopa Sudamericana,2024-recopa-sudamericana,8333,CONMEBOL.RECOPA,CONMEBOL Recopa,CONMEBOL Recopa
12303,2024,"2024 CONMEBOL Sudamericana, First Stage",first-stage,5454,CONMEBOL.SUDAMERICANA,CONMEBOL Sudamericana,CONMEBOL Sudamericana
12302,2024,"2024 CONMEBOL Sudamericana, Group Stage",group-stage,5454,CONMEBOL.SUDAMERICANA,CONMEBOL Sudamericana,CONMEBOL Sudamericana
12301,2024,"2024 CONMEBOL Sudamericana, Knockout Round Playoffs",knockout-round-playoffs,5454,CONMEBOL.SUDAMERICANA,CONMEBOL Sudamericana,CONMEBOL Sudamericana
12300,2024,"2024 CONMEBOL Sudamericana, Round of 16",round-of-16,5454,CONMEBOL.SUDAMERICANA,CONMEBOL Sudamericana,CONMEBOL Sudamericana
12299,2024,"2024 CONMEBOL Sudamericana, Quarterfinals",quarterfinals,5454,CONMEBOL.SUDAMERICANA,CONMEBOL Sudamericana,CONMEBOL Sudamericana
12298,2024,"2024 CONMEBOL Sudamericana, Semifinals",semifinals,5454,CONMEBOL.SUDAMERICANA,CONMEBOL Sudamericana,CONMEBOL Sudamericana
12297,2024,"2024 CONMEBOL Sudamericana, Final",final,5454,CONMEBOL.SUDAMERICANA,CONMEBOL Sudamericana,CONMEBOL Sudamericana
12687,2024,"2024-25 Primera División de Costa Rica, Apertura - Playoff Semifinals",apertura---playoff-semifinals,4005,CRC.1,Costa Rican Primera Division,Liga FPD
12684,2024,"2024-25 Primera División de Costa Rica, Apertura - Grand Finals",apertura---grand-finals,4005,CRC.1,Costa Rican Primera Division,Liga FPD
12685,2024,"2024-25 Primera División de Costa Rica, Apertura - Playoff Finals",apertura---playoff-finals,4005,CRC.1,Costa Rican Primera Division,Liga FPD
12688,2024,"2024-25 Primera División de Costa Rica, Apertura",apertura,4005,CRC.1,Costa Rican Primera Division,Liga FPD
12683,2024,"2024-25 Primera División de Costa Rica, Clausura",clausura,4005,CRC.1,Costa Rican Primera Division,Liga FPD
12625,2024,"2024-25 Danish Superliga, Regular Season",regular-season,3913,DEN.1,Danish Superliga,Danish Superliga
12422,2024,"2024 LigaPro Ecuador, Second Stage",second-stage,660,ECU.1,LigaPro Ecuador,LigaPro Ecuador
13010,2024,"2024 LigaPro Ecuador, 2024 LigaPro Ecuador - Finals",2024-ligapro-ecuador---finals,660,ECU.1,LigaPro Ecuador,LigaPro Ecuador
12423,2024,"2024 LigaPro Ecuador, First Stage",,660,ECU.1,LigaPro Ecuador,LigaPro Ecuador
12654,2024,2024-25 English Premier League,2024-25-english-premier-league,700,ENG.1,English Premier League,Premier League
12713,2024,"2024-25 English League Championship, Regular Season",regular-season,3914,ENG.2,English League Championship,EFL Championship
12719,2024,"2024-25 English League One, Regular Season",regular-season,3915,ENG.3,English League One,EFL League One
12716,2024,"2024-25 English League Two, Regular Season",regular-season,3916,ENG.4,English League Two,EFL League Two
12772,2024,"2024-25 English National League, Regular Season",regular-season,3917,ENG.5,English National League,National League
12585,2024,2024 English FA Community Shield,2024-english-fa-community-shield,5329,ENG.CHARITY,English FA Community Shield,Community Shield
12984,2024,"2024-25 English FA Cup, Fifth Round",fifth-round,3918,ENG.FA,English FA Cup,English FA Cup
12985,2024,"2024-25 English FA Cup, Fourth Round",fourth-round,3918,ENG.FA,English FA Cup,English FA Cup
12986,2024,"2024-25 English FA Cup, Third Round",third-round,3918,ENG.FA,English FA Cup,English FA Cup
12987,2024,"2024-25 English FA Cup, Second Round",second-round,3918,ENG.FA,English FA Cup,English FA Cup
12988,2024,"2024-25 English FA Cup, First Round",first-round,3918,ENG.FA,English FA Cup,English FA Cup
12731,2024,"2024-25 English Carabao Cup, Third Round",third-round,3920,ENG.LEAGUE_CUP,English Carabao Cup,Carabao Cup
12730,2024,"2024-25 English Carabao Cup, Fourth Round",fourth-round,3920,ENG.LEAGUE_CUP,English Carabao Cup,Carabao Cup
12729,2024,"2024-25 English Carabao Cup, Quarterfinals",quarterfinals,3920,ENG.LEAGUE_CUP,English Carabao Cup,Carabao Cup
12728,2024,"2024-25 English Carabao Cup, Semifinals",semifinals,3920,ENG.LEAGUE_CUP,English Carabao Cup,Carabao Cup
12727,2024,"2024-25 English Carabao Cup, Final",final,3920,ENG.LEAGUE_CUP,English Carabao Cup,Carabao Cup
12732,2024,"2024-25 English Carabao Cup, Second Round",second-round,3920,ENG.LEAGUE_CUP,English Carabao Cup,Carabao Cup
12733,2024,"2024-25 English Carabao Cup, First Round",first-round,3920,ENG.LEAGUE_CUP,English Carabao Cup,Carabao Cup
12736,2024,"2024-25 EFL Trophy, Quarterfinals",quarterfinals,18481,ENG.TROPHY,English EFL Trophy,EFL Trophy
12737,2024,"2024-25 EFL Trophy, Third Round",third-round,18481,ENG.TROPHY,English EFL Trophy,EFL Trophy
12738,2024,"2024-25 EFL Trophy, Second Round",second-round,18481,ENG.TROPHY,English EFL Trophy,EFL Trophy
12739,2024,"2024-25 EFL Trophy, Group Stage",group-stage,18481,ENG.TROPHY,English EFL Trophy,EFL Trophy
12735,2024,"2024-25 EFL Trophy, Semifinals",semifinals,18481,ENG.TROPHY,English EFL Trophy,EFL Trophy
12837,2024,2024-25 English Women's Super League,2024-25-english-womens-super-league,8097,ENG.W.1,English Women's Super League,Women's Super League
12977,2024,"2024-25 English Women's FA Cup, Fourth Round",fourth-round,20226,ENG.W.FA,English Women's FA Cup,Women's FA Cup
12980,2024,"2024-25 English Women's FA Cup, First Round",first-round,20226,ENG.W.FA,English Women's FA Cup,Women's FA Cup
12979,2024,"2024-25 English Women's FA Cup, Second Round",second-round,20226,ENG.W.FA,English Women's FA Cup,Women's FA Cup
12978,2024,"2024-25 English Women's FA Cup, Third Round",third-round,20226,ENG.W.FA,English Women's FA Cup,Women's FA Cup
12976,2024,"2024-25 English Women's FA Cup, Fifth Round",fifth-round,20226,ENG.W.FA,English Women's FA Cup,Women's FA Cup
12975,2024,"2024-25 English Women's FA Cup, Quarterfinals",quarterfinals,20226,ENG.W.FA,English Women's FA Cup,Women's FA Cup
12655,2024,2024-25 LALIGA,2024-25-laliga,740,ESP.1,Spanish LALIGA,LALIGA
12722,2024,"2024-25 Spanish LALIGA 2, Regular Season",regular-season,3921,ESP.2,Spanish LALIGA 2,LALIGA 2
12858,2024,"2024-25 Spanish Copa de la Reina, Second Round",second-round,20381,ESP.COPA_DE_LA_REINA,Spanish Copa de la Reina,Copa de la Reina
12857,2024,"2024-25 Spanish Copa de la Reina, Round of 32",round-of-32,20381,ESP.COPA_DE_LA_REINA,Spanish Copa de la Reina,Copa de la Reina
12859,2024,"2024-25 Spanish Copa de la Reina, First Round",first-round,20381,ESP.COPA_DE_LA_REINA,Spanish Copa de la Reina,Copa de la Reina
12854,2024,"2024-25 Spanish Copa de la Reina, Semifinals",semifinals,20381,ESP.COPA_DE_LA_REINA,Spanish Copa de la Reina,Copa de la Reina
12855,2024,"2024-25 Spanish Copa de la Reina, Quarterfinals",quarterfinals,20381,ESP.COPA_DE_LA_REINA,Spanish Copa de la Reina,Copa de la Reina
12856,2024,"2024-25 Spanish Copa de la Reina, Round of 16",round-of-16,20381,ESP.COPA_DE_LA_REINA,Spanish Copa de la Reina,Copa de la Reina
12917,2024,"2024-25 Spanish Copa del Rey, Semifinals",semifinals,3951,ESP.COPA_DEL_REY,Spanish Copa del Rey,Copa del Rey
12923,2024,"2024-25 Spanish Copa del Rey, Qualifying Round",qualifying-round,3951,ESP.COPA_DEL_REY,Spanish Copa del Rey,Copa del Rey
12918,2024,"2024-25 Spanish Copa del Rey, Quarterfinals",quarterfinals,3951,ESP.COPA_DEL_REY,Spanish Copa del Rey,Copa del Rey
12920,2024,"2024-25 Spanish Copa del Rey, Round of 32",round-of-32,3951,ESP.COPA_DEL_REY,Spanish Copa del Rey,Copa del Rey
12919,2024,"2024-25 Spanish Copa del Rey, Round of 16",round-of-16,3951,ESP.COPA_DEL_REY,Spanish Copa del Rey,Copa del Rey
12921,2024,"2024-25 Spanish Copa del Rey, Second Round",second-round,3951,ESP.COPA_DEL_REY,Spanish Copa del Rey,Copa del Rey
12922,2024,"2024-25 Spanish Copa del Rey, First Round",first-round,3951,ESP.COPA_DEL_REY,Spanish Copa del Rey,Copa del Rey
12813,2024,2024 Trofeo Joan Gamper,2024-trofeo-joan-gamper,17929,ESP.JOAN_GAMPER,Trofeo Joan Gamper,Trofeo Joan Gamper
12752,2024,"2024-25 Spanish Supercopa, Final",final,8102,ESP.SUPER_CUP,Spanish Supercopa,Spanish Supercopa
12753,2024,"2024-25 Spanish Supercopa, Semifinals",semifinals,8102,ESP.SUPER_CUP,Spanish Supercopa,Spanish Supercopa
12876,2024,2024-25 Spanish Liga F,2024-25-spanish-liga-f,20956,ESP.W.1,Spanish Liga F,Liga F
12136,2024,2024 International Friendly,2024-international-friendly,3922,FIFA.FRIENDLY,International Friendly,Men's International Friendly
12473,2024,2024 U21 International Friendly,2024-u21-international-friendly,20132,FIFA.FRIENDLY_U21,Under-21 International Friendly,Men's U-21 Friendly
12371,2024,2024 Women's International Friendly,2024-womens-international-friendly,3923,FIFA.FRIENDLY.W,Women's International Friendly,Women's International Friendly
12925,2024,"2024 FIFA Intercontinental Cup, Second Round",second-round,22902,FIFA.INTERCONTINENTAL_CUP,FIFA Intercontinental Cup,Intercontinental Cup
12924,2024,"2024 FIFA Intercontinental Cup, First Round",first-round,22902,FIFA.INTERCONTINENTAL_CUP,FIFA Intercontinental Cup,Intercontinental Cup
12926,2024,"2024 FIFA Intercontinental Cup, Playoff",playoff,22902,FIFA.INTERCONTINENTAL_CUP,FIFA Intercontinental Cup,Intercontinental Cup
12927,2024,"2024 FIFA Intercontinental Cup, Final",final,22902,FIFA.INTERCONTINENTAL_CUP,FIFA Intercontinental Cup,Intercontinental Cup
12863,2024,"2024 Intercontinental Cup, Group Stage",group-stage,21306,FIFA.INTERCONTINENTAL.CUP,Intercontinental Cup (India),Intercontinental Cup (India)
12490,2024,"2024 Olympic Men's Soccer, Semifinals",semifinals,3924,FIFA.OLYMPICS,Men's Olympic Soccer Tournament,OLY Soccer (M)
12491,2024,"2024 Olympic Men's Soccer, Quarterfinals",quarterfinals,3924,FIFA.OLYMPICS,Men's Olympic Soccer Tournament,OLY Soccer (M)
12489,2024,"2024 Olympic Men's Soccer, Bronze Medal Match",bronze-medal-match,3924,FIFA.OLYMPICS,Men's Olympic Soccer Tournament,OLY Soccer (M)
12492,2024,"2024 Olympic Men's Soccer, Group Stage",group-stage,3924,FIFA.OLYMPICS,Men's Olympic Soccer Tournament,OLY Soccer (M)
12488,2024,"2024 Olympic Men's Soccer, Gold Medal Match",gold-medal-match,3924,FIFA.OLYMPICS,Men's Olympic Soccer Tournament,OLY Soccer (M)
12484,2024,"2024 Olympic Women's Soccer, Bronze Medal Match",bronze-medal-match,3925,FIFA.W.OLYMPICS,Women's Olympic Soccer Tournament,OLY Soccer (W)
12487,2024,"2024 Olympic Women's Soccer, Group Stage",group-stage,3925,FIFA.W.OLYMPICS,Women's Olympic Soccer Tournament,OLY Soccer (W)
12483,2024,"2024 Olympic Women's Soccer, Gold Medal Match",gold-medal-match,3925,FIFA.W.OLYMPICS,Women's Olympic Soccer Tournament,OLY Soccer (W)
12486,2024,"2024 Olympic Women's Soccer, Quarterfinals",quarterfinals,3925,FIFA.W.OLYMPICS,Women's Olympic Soccer Tournament,OLY Soccer (W)
12485,2024,"2024 Olympic Women's Soccer, Semifinals",semifinals,3925,FIFA.W.OLYMPICS,Women's Olympic Soccer Tournament,OLY Soccer (W)
12414,2024,"2026 World Cup Qualifying - Concacaf, Second Round",second-round,788,FIFA.WORLDQ.CONCACAF,FIFA World Cup Qualifying - Concacaf,WCQ - Concacaf
12415,2024,"2026 World Cup Qualifying - CONCACAF, First Round",first-round,788,FIFA.WORLDQ.CONCACAF,FIFA World Cup Qualifying - Concacaf,WCQ - Concacaf
12825,2024,"2026 World Cup Qualifying - OFC, First Round",first-round,792,FIFA.WORLDQ.OFC,FIFA World Cup Qualifying - OFC,WCQ - OFC
12823,2024,"2026 World Cup Qualifying - OFC, Semifinals",semifinals,792,FIFA.WORLDQ.OFC,FIFA World Cup Qualifying - OFC,WCQ - OFC
12824,2024,"2026 World Cup Qualifying - OFC, Group Stage",group-stage,792,FIFA.WORLDQ.OFC,FIFA World Cup Qualifying - OFC,WCQ - OFC
12650,2024,"2024 FIFA Under-17 Women's World Cup, 3rd-Place",3rd-place,20865,FIFA.WWORLD.U17,FIFA Under-17 Women's World Cup,U-17 WWC
12651,2024,"2024 FIFA Under-17 Women's World Cup, Semifinals",semifinals,20865,FIFA.WWORLD.U17,FIFA Under-17 Women's World Cup,U-17 WWC
12652,2024,"2024 FIFA Under-17 Women's World Cup, Quarterfinals",quarterfinals,20865,FIFA.WWORLD.U17,FIFA Under-17 Women's World Cup,U-17 WWC
12653,2024,"2024 FIFA Under-17 Women's World Cup, Group Stage",group-stage,20865,FIFA.WWORLD.U17,FIFA Under-17 Women's World Cup,U-17 WWC
12649,2024,"2024 FIFA Under-17 Women's World Cup, Final",final,20865,FIFA.WWORLD.U17,FIFA Under-17 Women's World Cup,U-17 WWC
12694,2024,2024-25 Ligue 1,2024-25-ligue-1,710,FRA.1,French Ligue 1,Ligue 1
12695,2024,2024-25 Ligue 2,2024-25-ligue-2,3926,FRA.2,French Ligue 2,Ligue 2
13014,2024,"2024-25 Coupe de France, Round of 16",round-of-16,3952,FRA.COUPE_DE_FRANCE,Coupe de France,Coupe de France
13015,2024,"2024-25 Coupe de France, Round of 32",round-of-32,3952,FRA.COUPE_DE_FRANCE,Coupe de France,Coupe de France
13016,2024,"2024-25 Coupe de France, Round of 64",round-of-64,3952,FRA.COUPE_DE_FRANCE,Coupe de France,Coupe de France
13013,2024,"2024-25 Coupe de France, Quarterfinals",quarterfinals,3952,FRA.COUPE_DE_FRANCE,Coupe de France,Coupe de France
12586,2024,2024 French Super Cup,2024-french-super-cup,8357,FRA.SUPER_CUP,French Trophee des Champions,Trophee des Champions
12821,2024,"2024-25 French Première Ligue, Regular Season",regular-season,20955,FRA.W.1,French Première Ligue,Première Ligue
12702,2024,2024 Emirates Cup,2024-emirates-cup,11108,FRIENDLY.EMIRATES_CUP,Emirates Cup,Emirates Cup
12747,2024,2024-25 German Bundesliga,2024-25-german-bundesliga,720,GER.1,German Bundesliga,Bundesliga
12749,2024,2024-25 German 2. Bundesliga,2024-25-german-2-bundesliga,3927,GER.2,German 2. Bundesliga,2. Bundesliga
12609,2024,"2024-25 German Cup, Quarterfinals",quarterfinals,3954,GER.DFB_POKAL,German Cup,German Cup
12610,2024,"2024-25 German Cup, Round of 16",round-of-16,3954,GER.DFB_POKAL,German Cup,German Cup
12611,2024,"2024-25 German Cup, Second Round",second-round,3954,GER.DFB_POKAL,German Cup,German Cup
12612,2024,"2024-25 German Cup, First Round",first-round,3954,GER.DFB_POKAL,German Cup,German Cup
12621,2024,2024 German Super Cup,2024-german-super-cup,8101,GER.SUPER_CUP,German DFL-Supercup,DFL-Supercup
12846,2024,2024-25 Ghanaian Premier League,2024-25-ghanaian-premier-league,11052,GHA.1,Ghanaian Premier League,Ghanaian Premier League
13137,2024,"2024 Arabian Gulf Cup, Arabian Gulf Cup - Group Stage",arabian-gulf-cup---group-stage,23107,GLOBAL.GULF_CUP,Arabian Gulf Cup,Arabian Gulf Cup
13138,2024,"2024 Arabian Gulf Cup, Semifinals",semifinals,23107,GLOBAL.GULF_CUP,Arabian Gulf Cup,Arabian Gulf Cup
13139,2024,"2024 Arabian Gulf Cup, Final",final,23107,GLOBAL.GULF_CUP,Arabian Gulf Cup,Arabian Gulf Cup
12516,2024,"2024 Maurice Revello Tournament, Group Stage",group-stage,11109,GLOBAL.TOULON,Maurice Revello Tournament,Toulon Tournament
12515,2024,"2024 Maurice Revello Tournament, Classification Matches",classification-matches,11109,GLOBAL.TOULON,Maurice Revello Tournament,Toulon Tournament
12514,2024,"2024 Maurice Revello Tournament, 3rd-Place Match",3rd-place-match,11109,GLOBAL.TOULON,Maurice Revello Tournament,Toulon Tournament
12513,2024,"2024 Maurice Revello Tournament, Final",final,11109,GLOBAL.TOULON,Maurice Revello Tournament,Toulon Tournament
12836,2024,2024 U20 Intercontinental Cup,2024-u20-intercontinental-cup,22781,GLOBAL.U20.INTERCONTINENTAL_CUP,CONMEBOL-UEFA U20 Intercontinental Cup,U20 Intercontinental Cup
12815,2024,"2024-25 Greek Super League, Regular Season",regular-season,3955,GRE.1,Greek Super League,Greek Super League
12618,2024,"2024-25 Liga Nacional de Guatemala, Apertura - Semifinals",apertura---semifinals,3928,GUA.1,Guatemalan Liga Nacional,Guatemalan Liga Nacional
12617,2024,"2024-25 Liga Nacional de Guatemala, Apertura - Finals",apertura---finals,3928,GUA.1,Guatemalan Liga Nacional,Guatemalan Liga Nacional
12616,2024,"2024-25 Liga Nacional de Guatemala, Torneo Clausura",torneo-clausura,3928,GUA.1,Guatemalan Liga Nacional,Guatemalan Liga Nacional
12619,2024,"2024-25 Liga Nacional de Guatemala, Apertura - Quarterfinals",apertura---quarterfinals,3928,GUA.1,Guatemalan Liga Nacional,Guatemalan Liga Nacional
12620,2024,"2024-25 Liga Nacional de Guatemala, Torneo Apertura",torneo-apertura,3928,GUA.1,Guatemalan Liga Nacional,Guatemalan Liga Nacional
12790,2024,"2024-25 Honduran Liga Nacional, Apertura Playoffs- Quarterfinals",apertura-playoffs--quarterfinals,3929,HON.1,Honduran Liga Nacional,Honduran Liga Nacional
12789,2024,"2024-25 Honduran Liga Nacional, Apertura Playoffs - Semifinals",apertura-playoffs---semifinals,3929,HON.1,Honduran Liga Nacional,Honduran Liga Nacional
12791,2024,"2024-25 Honduran Liga Nacional, Torneo Apertura 2024",torneo-apertura-2024,3929,HON.1,Honduran Liga Nacional,Honduran Liga Nacional
12788,2024,"2024-25 Honduran Liga Nacional, Apertura Playoffs - Final",apertura-playoffs---final,3929,HON.1,Honduran Liga Nacional,Honduran Liga Nacional
12787,2024,"2024-25 Honduran Liga Nacional, Torneo Clausura 2024",torneo-clausura-2024,3929,HON.1,Honduran Liga Nacional,Honduran Liga Nacional
12844,2024,"2024-25 Indonesian Liga 1, Regular Season",regular-season,8339,IDN.1,Indonesian Liga 1,Indonesian Liga 1
12880,2024,"2024-25 Indian Super League, Regular Season",regular-season,8316,IND.1,Indian Super League,Indian Super League
12993,2024,"2024-25 Indian I-League, Regular Season",regular-season,18505,IND.2,Indian I-League,Indian I-League
12994,2024,2024 League of Ireland Premier - Promotion/Relegation Playoff,2024-league-of-ireland-premier---promotionrelegation-playoff,19951,IR1.1.PROMOTION.RELEGATION,Irish Premier Division Promotion/Relegation Playoffs,Irish Premier Pro/Rel
12285,2024,2024 League of Ireland Premier,2024-league-of-ireland-premier,3930,IRL.1,Irish Premier Division,Irish Premier Division
12701,2024,"2024-25 Israeli Premier League, Regular Season",regular-season,10750,ISR.1,Israeli Premier League,Israeli Premier League
12750,2024,2024-25 Italian Serie A,2024-25-italian-serie-a,730,ITA.1,Italian Serie A,Serie A
12781,2024,"2024-25 Italian Serie B, Regular Season",regular-season,3931,ITA.2,Italian Serie B,Italian Serie B
12754,2024,"2024-25 Coppa Italia, Final",final,3956,ITA.COPPA_ITALIA,Coppa Italia,Coppa Italia
12755,2024,"2024-25 Coppa Italia, Semifinals",semifinals,3956,ITA.COPPA_ITALIA,Coppa Italia,Coppa Italia
12756,2024,"2024-25 Coppa Italia, Quarterfinals",quarterfinals,3956,ITA.COPPA_ITALIA,Coppa Italia,Coppa Italia
12757,2024,"2024-25 Coppa Italia, Round of 16",round-of-16,3956,ITA.COPPA_ITALIA,Coppa Italia,Coppa Italia
12759,2024,"2024-25 Coppa Italia, First Round",first-round,3956,ITA.COPPA_ITALIA,Coppa Italia,Coppa Italia
12760,2024,"2024-25 Coppa Italia, Preliminary Round",preliminary-round,3956,ITA.COPPA_ITALIA,Coppa Italia,Coppa Italia
12758,2024,"2024-25 Coppa Italia, Second Round",second-round,3956,ITA.COPPA_ITALIA,Coppa Italia,Coppa Italia
12969,2024,"2024 Italian Supercoppa, Final",final,8103,ITA.SUPER_CUP,Italian Supercoppa,Italian Supercoppa
12970,2024,"2024 Italian Supercoppa, Semifinals",semifinals,8103,ITA.SUPER_CUP,Italian Supercoppa,Italian Supercoppa
12362,2024,2024 Japanese J1 League ,2024-japanese-j1-league,750,JPN.1,Japanese J.League,Japanese J1 League
12553,2024,2024 J.League World Challenge,2024-jleague-world-challenge,17931,JPN.WORLD_CHALLENGE,Japanese J.League World Challenge,J.League World Challenge
12852,2024,2024-25 Kenyan Premier League,2024-25-kenyan-premier-league,11054,KEN.1,Kenyan Premier League,Kenyan Premier League
12826,2024,2024-25 Saudi Pro League,2024-25-saudi-pro-league,21231,KSA.1,Saudi Pro League, Saudi Pro League
12648,2024,"2024-25 Saudi King's Cup, Round of 32",round-of-32,22057,KSA.KINGS.CUP,Saudi King's Cup, Saudi King's Cup
12645,2024,"2024-25 Saudi King's Cup, Semifinals",semifinals,22057,KSA.KINGS.CUP,Saudi King's Cup, Saudi King's Cup
12647,2024,"2024-25 Saudi King's Cup, Round of 16",round-of-16,22057,KSA.KINGS.CUP,Saudi King's Cup, Saudi King's Cup
12646,2024,"2024-25 Saudi King's Cup, Quarterfinals",quarterfinals,22057,KSA.KINGS.CUP,Saudi King's Cup, Saudi King's Cup
12640,2024,"2024-25 Liga BBVA MX, Torneo Apertura",torneo-apertura,760,MEX.1,Mexican Liga BBVA MX,Liga MX
12639,2024,"2024-25 Liga BBVA MX, Apertura 2024 - 7th Place vs 8th Place",apertura-2024---7th-place-vs-8th-place,760,MEX.1,Mexican Liga BBVA MX,Liga MX
12636,2024,"2024-25 Liga BBVA MX, Apertura 2024 - Quarterfinals",apertura-2024---quarterfinals,760,MEX.1,Mexican Liga BBVA MX,Liga MX
12635,2024,"2024-25 Liga BBVA MX, Apertura 2024 - Semifinals",apertura-2024---semifinals,760,MEX.1,Mexican Liga BBVA MX,Liga MX
12634,2024,"2024-25 Liga BBVA MX, Apertura 2024 - Finals",apertura-2024---finals,760,MEX.1,Mexican Liga BBVA MX,Liga MX
12632,2024,"2024-25 Liga BBVA MX, Torneo Clausura 2025",torneo-clausura-2025,760,MEX.1,Mexican Liga BBVA MX,Liga MX
12637,2024,"2024-25 Liga BBVA MX, Apertura - 8th Seed Game",apertura---8th-seed-game,760,MEX.1,Mexican Liga BBVA MX,Liga MX
12638,2024,"2024-25 Liga BBVA MX, Apertura 2024 - 9th Place vs 10th Place",apertura-2024---9th-place-vs-10th-place,760,MEX.1,Mexican Liga BBVA MX,Liga MX
12812,2024,"2024-25 Mexican Liga de Expansión MX, Torneo Apertura 2024",torneo-apertura-2024,3932,MEX.2,Mexican Liga de Expansión MX,Liga de Expansión MX
12811,2024,"2024-25 Mexican Liga de Expansión MX, Apertura 2024 - Quarterfinals",apertura-2024---quarterfinals,3932,MEX.2,Mexican Liga de Expansión MX,Liga de Expansión MX
12805,2024,"2024-25 Mexican Liga de Expansión MX, Clausura 2025",clausura-2025,3932,MEX.2,Mexican Liga de Expansión MX,Liga de Expansión MX
12809,2024,"2024-25 Mexican Liga de Expansión MX, Apertura 2024 - Finals",apertura-2024---finals,3932,MEX.2,Mexican Liga de Expansión MX,Liga de Expansión MX
12810,2024,"2024-25 Mexican Liga de Expansión MX, Apertura 2024 - Semifinals",apertura-2024---semifinals,3932,MEX.2,Mexican Liga de Expansión MX,Liga de Expansión MX
12587,2024,2024 Campeón de Campeones,2024-campeon-de-campeones,17893,MEX.Campeon,Mexican Campeon de Campeones,Campeon de Campeones
13146,2024,"2024-25 Maltese Premier League, Closing Round",closing-round,10751,MLT.1,Maltese Premier League,Maltese Premier League
